RBP,Cell & tissue typeHepG2K562adrenal gland,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
UPF1,K562,chr7:129832352-129832449;-,77.786,0.003,-0.09,ENST00000355621,ENCODE,No
DGCR8,adrenal gland,chr7:129832395-129832405;-,3.853,0.015,-0.019,ENST00000355621,ENCODE,No
DGCR8,adrenal gland,chr7:129832405-129832436;-,3.853,0.001,0.008,ENST00000355621,ENCODE,No
DDX3X,K562,chr7:129952849-129952922;-,3.832,0.735,1.158,ENST00000472396,ENCODE,No
DDX3X,K562,chr7:129952849-129952922;-,3.832,0.735,1.158,ENST00000355621,ENCODE,No
BCLAF1,HepG2,chr7:129880894-129880924;-,3.823,1,6.693,ENST00000355621,ENCODE,No
BCLAF1,HepG2,chr7:129880894-129880924;-,3.823,1,6.693,ENST00000472396,ENCODE,No
BCLAF1,HepG2,chr7:129880894-129880924;-,3.823,1,6.693,ENST00000473814,ENCODE,No
BCLAF1,HepG2,chr7:129880894-129880924;-,3.823,1,6.693,ENST00000480245,ENCODE,No
BCLAF1,HepG2,chr7:129880894-129880924;-,3.823,1,6.693,ENST00000490974,ENCODE,No
DDX3X,K562,chr7:129952633-129952701;-,3.818,0.668,0.988,ENST00000490974,ENCODE,No
DDX3X,K562,chr7:129952633-129952701;-,3.818,0.668,0.988,ENST00000472396,ENCODE,No
DDX3X,K562,chr7:129952633-129952701;-,3.818,0.668,0.988,ENST00000355621,ENCODE,No
HNRNPM,K562,chr7:129949129-129949166;-,3.808,0.709,1.523,ENST00000355621,ENCODE,No
HNRNPM,K562,chr7:129949129-129949166;-,3.808,0.709,1.523,ENST00000472396,ENCODE,No
HNRNPM,K562,chr7:129949129-129949166;-,3.808,0.709,1.523,ENST00000473814,ENCODE,No
HNRNPM,K562,chr7:129949129-129949166;-,3.808,0.709,1.523,ENST00000480245,ENCODE,No
HNRNPM,K562,chr7:129949129-129949166;-,3.808,0.709,1.523,ENST00000490974,ENCODE,No
HNRNPM,K562,chr7:129949129-129949166;-,3.808,0.709,1.523,ENST00000496698,ENCODE,No
MATR3,HepG2,chr7:129905191-129905242;-,3.807,0.001,0.003,ENST00000355621,ENCODE,No
MATR3,HepG2,chr7:129905191-129905242;-,3.807,0.001,0.003,ENST00000472396,ENCODE,No
MATR3,HepG2,chr7:129905191-129905242;-,3.807,0.001,0.003,ENST00000473814,ENCODE,No
MATR3,HepG2,chr7:129905191-129905242;-,3.807,0.001,0.003,ENST00000480245,ENCODE,No
MATR3,HepG2,chr7:129905191-129905242;-,3.807,0.001,0.003,ENST00000490974,ENCODE,No
MATR3,HepG2,chr7:129905191-129905242;-,3.807,0.001,0.003,ENST00000496698,ENCODE,No
DDX42,K562,chr7:129952748-129952796;-,3.806,0.368,0.87,ENST00000472396,ENCODE,No
DDX42,K562,chr7:129952748-129952796;-,3.806,0.368,0.87,ENST00000355621,ENCODE,No
EXOSC5,K562,chr7:129949805-129949840;-,3.801,0.868,1.83,ENST00000355621,ENCODE,No
EXOSC5,K562,chr7:129949805-129949840;-,3.801,0.868,1.83,ENST00000472396,ENCODE,No
EXOSC5,K562,chr7:129949805-129949840;-,3.801,0.868,1.83,ENST00000473814,ENCODE,No
EXOSC5,K562,chr7:129949805-129949840;-,3.801,0.868,1.83,ENST00000480245,ENCODE,No
EXOSC5,K562,chr7:129949805-129949840;-,3.801,0.868,1.83,ENST00000490974,ENCODE,No
EXOSC5,K562,chr7:129949805-129949840;-,3.801,0.868,1.83,ENST00000496698,ENCODE,No
EIF3G,K562,chr7:129952589-129952661;-,3.778,0.527,0.904,ENST00000490974,ENCODE,No
EIF3G,K562,chr7:129952589-129952661;-,3.778,0.527,0.904,ENST00000472396,ENCODE,No
EIF3G,K562,chr7:129952589-129952661;-,3.778,0.527,0.904,ENST00000355621,ENCODE,No
UTP3,K562,chr7:129858904-129858924;-,3.759,1,4.829,ENST00000355621,ENCODE,No
UTP3,K562,chr7:129858904-129858924;-,3.759,1,4.829,ENST00000472396,ENCODE,No
UTP3,K562,chr7:129858904-129858924;-,3.759,1,4.829,ENST00000490974,ENCODE,No
UTP3,K562,chr7:129858904-129858924;-,3.759,1,4.829,ENST00000496698,ENCODE,No
TARDBP,K562,chr7:129924558-129924634;-,3.748,0.318,0.389,ENST00000355621,ENCODE,No
TARDBP,K562,chr7:129924558-129924634;-,3.748,0.318,0.389,ENST00000472396,ENCODE,No
TARDBP,K562,chr7:129924558-129924634;-,3.748,0.318,0.389,ENST00000473814,ENCODE,No
TARDBP,K562,chr7:129924558-129924634;-,3.748,0.318,0.389,ENST00000480245,ENCODE,No
TARDBP,K562,chr7:129924558-129924634;-,3.748,0.318,0.389,ENST00000490974,ENCODE,No
TARDBP,K562,chr7:129924558-129924634;-,3.748,0.318,0.389,ENST00000496698,ENCODE,No
FAM120A,K562,chr7:129832591-129832616;-,3.746,0.002,-0.214,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129907599-129907633;-,3.735,0.018,-0.018,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129907599-129907633;-,3.735,0.018,-0.018,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129907599-129907633;-,3.735,0.018,-0.018,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129907599-129907633;-,3.735,0.018,-0.018,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129907599-129907633;-,3.735,0.018,-0.018,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129907599-129907633;-,3.735,0.018,-0.018,ENST00000496698,ENCODE,No
UTP3,K562,chr7:129949650-129949660;-,3.732,0.002,0.262,ENST00000355621,ENCODE,No
UTP3,K562,chr7:129949650-129949660;-,3.732,0.002,0.262,ENST00000472396,ENCODE,No
UTP3,K562,chr7:129949650-129949660;-,3.732,0.002,0.262,ENST00000473814,ENCODE,No
UTP3,K562,chr7:129949650-129949660;-,3.732,0.002,0.262,ENST00000480245,ENCODE,No
UTP3,K562,chr7:129949650-129949660;-,3.732,0.002,0.262,ENST00000490974,ENCODE,No
UTP3,K562,chr7:129949650-129949660;-,3.732,0.002,0.262,ENST00000496698,ENCODE,No
SUGP2,HepG2,chr7:129907486-129907526;-,3.727,0,-0.168,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129907486-129907526;-,3.727,0,-0.168,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129907486-129907526;-,3.727,0,-0.168,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129907486-129907526;-,3.727,0,-0.168,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129907486-129907526;-,3.727,0,-0.168,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129907486-129907526;-,3.727,0,-0.168,ENST00000496698,ENCODE,No
TARDBP,K562,chr7:129869576-129869674;-,3.715,0.018,0.021,ENST00000355621,ENCODE,No
TARDBP,K562,chr7:129869576-129869674;-,3.715,0.018,0.021,ENST00000472396,ENCODE,No
TARDBP,K562,chr7:129869576-129869674;-,3.715,0.018,0.021,ENST00000473814,ENCODE,No
TARDBP,K562,chr7:129869576-129869674;-,3.715,0.018,0.021,ENST00000480245,ENCODE,No
TARDBP,K562,chr7:129869576-129869674;-,3.715,0.018,0.021,ENST00000486283,ENCODE,No
TARDBP,K562,chr7:129869576-129869674;-,3.715,0.018,0.021,ENST00000490974,ENCODE,No
TARDBP,K562,chr7:129869576-129869674;-,3.715,0.018,0.021,ENST00000496698,ENCODE,No
PTBP1,K562,chr7:129893474-129893558;-,3.713,0.102,0.272,ENST00000355621,ENCODE,No
PTBP1,K562,chr7:129893474-129893558;-,3.713,0.102,0.272,ENST00000472396,ENCODE,No
PTBP1,K562,chr7:129893474-129893558;-,3.713,0.102,0.272,ENST00000473814,ENCODE,No
PTBP1,K562,chr7:129893474-129893558;-,3.713,0.102,0.272,ENST00000480245,ENCODE,No
PTBP1,K562,chr7:129893474-129893558;-,3.713,0.102,0.272,ENST00000490974,ENCODE,No
PTBP1,K562,chr7:129893474-129893558;-,3.713,0.102,0.272,ENST00000496698,ENCODE,No
SUGP2,HepG2,chr7:129908031-129908058;-,3.705,0.001,-0.259,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129908031-129908058;-,3.705,0.001,-0.259,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129908031-129908058;-,3.705,0.001,-0.259,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129908031-129908058;-,3.705,0.001,-0.259,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129908031-129908058;-,3.705,0.001,-0.259,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129908031-129908058;-,3.705,0.001,-0.259,ENST00000496698,ENCODE,No
AARS,K562,chr7:129952687-129952738;-,3.696,0.999,1.648,ENST00000472396,ENCODE,No
AARS,K562,chr7:129952687-129952738;-,3.696,0.999,1.648,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129859524-129859547;-,3.668,0.623,0.93,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129859524-129859547;-,3.668,0.623,0.93,ENST00000472396,ENCODE,No
SF3B1,K562,chr7:129859524-129859547;-,3.668,0.623,0.93,ENST00000473814,ENCODE,No
SF3B1,K562,chr7:129859524-129859547;-,3.668,0.623,0.93,ENST00000480245,ENCODE,No
SF3B1,K562,chr7:129859524-129859547;-,3.668,0.623,0.93,ENST00000486283,ENCODE,No
SF3B1,K562,chr7:129859524-129859547;-,3.668,0.623,0.93,ENST00000490974,ENCODE,No
SF3B1,K562,chr7:129859524-129859547;-,3.668,0.623,0.93,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129915885-129915921;-,3.638,0.254,0.506,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129915885-129915921;-,3.638,0.254,0.506,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129915885-129915921;-,3.638,0.254,0.506,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129915885-129915921;-,3.638,0.254,0.506,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129915885-129915921;-,3.638,0.254,0.506,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129915885-129915921;-,3.638,0.254,0.506,ENST00000496698,ENCODE,No
SUGP2,HepG2,chr7:129906762-129906786;-,3.613,0.751,0.742,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129906762-129906786;-,3.613,0.751,0.742,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129906762-129906786;-,3.613,0.751,0.742,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129906762-129906786;-,3.613,0.751,0.742,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129906762-129906786;-,3.613,0.751,0.742,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129906762-129906786;-,3.613,0.751,0.742,ENST00000496698,ENCODE,No
LIN28B,HepG2,chr7:129833421-129833489;-,3.596,0.16,0.371,ENST00000355621,ENCODE,No
IGF2BP1,K562,chr7:129944685-129944796;-,3.586,0.02,-0.192,ENST00000355621,ENCODE,No
IGF2BP1,K562,chr7:129944685-129944796;-,3.586,0.02,-0.192,ENST00000472396,ENCODE,No
IGF2BP1,K562,chr7:129944685-129944796;-,3.586,0.02,-0.192,ENST00000473814,ENCODE,No
IGF2BP1,K562,chr7:129944685-129944796;-,3.586,0.02,-0.192,ENST00000480245,ENCODE,No
IGF2BP1,K562,chr7:129944685-129944796;-,3.586,0.02,-0.192,ENST00000490974,ENCODE,No
IGF2BP1,K562,chr7:129944685-129944796;-,3.586,0.02,-0.192,ENST00000496698,ENCODE,No
IGF2BP2,K562,chr7:129831472-129831517;-,3.549,0.181,0.416,ENST00000355621,ENCODE,No
SF3B4,HepG2,chr7:129835062-129835121;-,3.539,0.18,0.32,ENST00000355621,ENCODE,No
SF3B4,HepG2,chr7:129835062-129835121;-,3.539,0.18,0.32,ENST00000473814,ENCODE,No
SF3B4,HepG2,chr7:129835062-129835121;-,3.539,0.18,0.32,ENST00000483368,ENCODE,No
SF3B4,HepG2,chr7:129835062-129835121;-,3.539,0.18,0.32,ENST00000496698,ENCODE,No
DROSHA,K562,chr7:129952827-129952901;-,3.529,0.738,0.93,ENST00000472396,ENCODE,No
DROSHA,K562,chr7:129952827-129952901;-,3.529,0.738,0.93,ENST00000355621,ENCODE,No
TBRG4,HepG2,chr7:129832881-129832889;-,3.497,1,3.9,ENST00000355621,ENCODE,No
WDR43,K562,chr7:129952832-129952895;-,3.483,0.775,0.964,ENST00000472396,ENCODE,No
WDR43,K562,chr7:129952832-129952895;-,3.483,0.775,0.964,ENST00000355621,ENCODE,No
AARS,K562,chr7:129952767-129952822;-,3.464,0.091,0.484,ENST00000472396,ENCODE,No
AARS,K562,chr7:129952767-129952822;-,3.464,0.091,0.484,ENST00000355621,ENCODE,No
MATR3,K562,chr7:129874745-129874847;-,3.446,0.087,0.002,ENST00000355621,ENCODE,No
MATR3,K562,chr7:129874745-129874847;-,3.446,0.087,0.002,ENST00000472396,ENCODE,No
MATR3,K562,chr7:129874745-129874847;-,3.446,0.087,0.002,ENST00000473814,ENCODE,No
MATR3,K562,chr7:129874745-129874847;-,3.446,0.087,0.002,ENST00000480245,ENCODE,No
MATR3,K562,chr7:129874745-129874847;-,3.446,0.087,0.002,ENST00000486283,ENCODE,No
MATR3,K562,chr7:129874745-129874847;-,3.446,0.087,0.002,ENST00000490974,ENCODE,No
MATR3,K562,chr7:129874745-129874847;-,3.446,0.087,0.002,ENST00000496698,ENCODE,No
FAM120A,HepG2,chr7:129832582-129832614;-,3.435,0.001,-0.302,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129854533-129854542;-,3.353,0.082,0.462,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129854533-129854542;-,3.353,0.082,0.462,ENST00000472396,ENCODE,No
SF3B1,K562,chr7:129854533-129854542;-,3.353,0.082,0.462,ENST00000473814,ENCODE,No
SF3B1,K562,chr7:129854533-129854542;-,3.353,0.082,0.462,ENST00000480245,ENCODE,No
SF3B1,K562,chr7:129854533-129854542;-,3.353,0.082,0.462,ENST00000496698,ENCODE,No
TARDBP,K562,chr7:129944636-129944736;-,3.351,0.029,-0.102,ENST00000355621,ENCODE,No
TARDBP,K562,chr7:129944636-129944736;-,3.351,0.029,-0.102,ENST00000472396,ENCODE,No
TARDBP,K562,chr7:129944636-129944736;-,3.351,0.029,-0.102,ENST00000473814,ENCODE,No
TARDBP,K562,chr7:129944636-129944736;-,3.351,0.029,-0.102,ENST00000480245,ENCODE,No
TARDBP,K562,chr7:129944636-129944736;-,3.351,0.029,-0.102,ENST00000490974,ENCODE,No
TARDBP,K562,chr7:129944636-129944736;-,3.351,0.029,-0.102,ENST00000496698,ENCODE,No
ZNF800,K562,chr7:129839227-129839306;-,3.348,0.986,6.231,ENST00000355621,ENCODE,No
ZNF800,K562,chr7:129839227-129839306;-,3.348,0.986,6.231,ENST00000473814,ENCODE,No
ZNF800,K562,chr7:129839227-129839306;-,3.348,0.986,6.231,ENST00000496698,ENCODE,No
KHSRP,K562,chr7:129851545-129851628;-,3.319,0.052,0.186,ENST00000355621,ENCODE,No
KHSRP,K562,chr7:129851545-129851628;-,3.319,0.052,0.186,ENST00000472396,ENCODE,No
KHSRP,K562,chr7:129851545-129851628;-,3.319,0.052,0.186,ENST00000473814,ENCODE,No
KHSRP,K562,chr7:129851545-129851628;-,3.319,0.052,0.186,ENST00000480245,ENCODE,No
KHSRP,K562,chr7:129851545-129851628;-,3.319,0.052,0.186,ENST00000496698,ENCODE,No
KHSRP,K562,chr7:129854749-129854827;-,3.297,0.002,0.078,ENST00000355621,ENCODE,No
KHSRP,K562,chr7:129854749-129854827;-,3.297,0.002,0.078,ENST00000472396,ENCODE,No
KHSRP,K562,chr7:129854749-129854827;-,3.297,0.002,0.078,ENST00000473814,ENCODE,No
KHSRP,K562,chr7:129854749-129854827;-,3.297,0.002,0.078,ENST00000480245,ENCODE,No
KHSRP,K562,chr7:129854749-129854827;-,3.297,0.002,0.078,ENST00000496698,ENCODE,No
KHSRP,K562,chr7:129885339-129885434;-,3.297,0.028,0.123,ENST00000355621,ENCODE,No
KHSRP,K562,chr7:129885339-129885434;-,3.297,0.028,0.123,ENST00000472396,ENCODE,No
KHSRP,K562,chr7:129885339-129885434;-,3.297,0.028,0.123,ENST00000473814,ENCODE,No
KHSRP,K562,chr7:129885339-129885434;-,3.297,0.028,0.123,ENST00000480245,ENCODE,No
KHSRP,K562,chr7:129885339-129885434;-,3.297,0.028,0.123,ENST00000490974,ENCODE,No
KHSRP,K562,chr7:129885339-129885434;-,3.297,0.028,0.123,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129914478-129914520;-,3.292,0.029,0.157,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129914478-129914520;-,3.292,0.029,0.157,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129914478-129914520;-,3.292,0.029,0.157,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129914478-129914520;-,3.292,0.029,0.157,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129914478-129914520;-,3.292,0.029,0.157,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129914478-129914520;-,3.292,0.029,0.157,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129940322-129940351;-,3.292,0.025,0.165,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129940322-129940351;-,3.292,0.025,0.165,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129940322-129940351;-,3.292,0.025,0.165,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129940322-129940351;-,3.292,0.025,0.165,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129940322-129940351;-,3.292,0.025,0.165,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129940322-129940351;-,3.292,0.025,0.165,ENST00000496698,ENCODE,No
SUB1,HepG2,chr7:129833950-129834002;-,3.28,0.291,0.837,ENST00000355621,ENCODE,No
XRN2,HepG2,chr7:129932175-129932220;-,3.269,0.361,0.058,ENST00000355621,ENCODE,No
XRN2,HepG2,chr7:129932175-129932220;-,3.269,0.361,0.058,ENST00000472396,ENCODE,No
XRN2,HepG2,chr7:129932175-129932220;-,3.269,0.361,0.058,ENST00000473814,ENCODE,No
XRN2,HepG2,chr7:129932175-129932220;-,3.269,0.361,0.058,ENST00000480245,ENCODE,No
XRN2,HepG2,chr7:129932175-129932220;-,3.269,0.361,0.058,ENST00000490974,ENCODE,No
XRN2,HepG2,chr7:129932175-129932220;-,3.269,0.361,0.058,ENST00000496698,ENCODE,No
TIA1,HepG2,chr7:129830840-129830897;-,3.248,0.769,1.765,ENST00000355621,ENCODE,No
EXOSC5,HepG2,chr7:129950106-129950166;-,3.233,0.603,1.114,ENST00000355621,ENCODE,No
EXOSC5,HepG2,chr7:129950106-129950166;-,3.233,0.603,1.114,ENST00000472396,ENCODE,No
EXOSC5,HepG2,chr7:129950106-129950166;-,3.233,0.603,1.114,ENST00000473814,ENCODE,No
EXOSC5,HepG2,chr7:129950106-129950166;-,3.233,0.603,1.114,ENST00000480245,ENCODE,No
EXOSC5,HepG2,chr7:129950106-129950166;-,3.233,0.603,1.114,ENST00000490974,ENCODE,No
EXOSC5,HepG2,chr7:129950106-129950166;-,3.233,0.603,1.114,ENST00000496698,ENCODE,No
UTP3,K562,chr7:129949660-129949692;-,3.211,0.16,0.359,ENST00000355621,ENCODE,No
UTP3,K562,chr7:129949660-129949692;-,3.211,0.16,0.359,ENST00000472396,ENCODE,No
UTP3,K562,chr7:129949660-129949692;-,3.211,0.16,0.359,ENST00000473814,ENCODE,No
UTP3,K562,chr7:129949660-129949692;-,3.211,0.16,0.359,ENST00000480245,ENCODE,No
UTP3,K562,chr7:129949660-129949692;-,3.211,0.16,0.359,ENST00000490974,ENCODE,No
UTP3,K562,chr7:129949660-129949692;-,3.211,0.16,0.359,ENST00000496698,ENCODE,No
MATR3,HepG2,chr7:129904867-129904901;-,3.188,0.013,-0.17,ENST00000355621,ENCODE,No
MATR3,HepG2,chr7:129904867-129904901;-,3.188,0.013,-0.17,ENST00000472396,ENCODE,No
MATR3,HepG2,chr7:129904867-129904901;-,3.188,0.013,-0.17,ENST00000473814,ENCODE,No
MATR3,HepG2,chr7:129904867-129904901;-,3.188,0.013,-0.17,ENST00000480245,ENCODE,No
MATR3,HepG2,chr7:129904867-129904901;-,3.188,0.013,-0.17,ENST00000490974,ENCODE,No
MATR3,HepG2,chr7:129904867-129904901;-,3.188,0.013,-0.17,ENST00000496698,ENCODE,No
MATR3,HepG2,chr7:129907356-129907421;-,3.188,0.037,0.07,ENST00000355621,ENCODE,No
MATR3,HepG2,chr7:129907356-129907421;-,3.188,0.037,0.07,ENST00000472396,ENCODE,No
MATR3,HepG2,chr7:129907356-129907421;-,3.188,0.037,0.07,ENST00000473814,ENCODE,No
MATR3,HepG2,chr7:129907356-129907421;-,3.188,0.037,0.07,ENST00000480245,ENCODE,No
MATR3,HepG2,chr7:129907356-129907421;-,3.188,0.037,0.07,ENST00000490974,ENCODE,No
MATR3,HepG2,chr7:129907356-129907421;-,3.188,0.037,0.07,ENST00000496698,ENCODE,No
DDX6,K562,chr7:129834797-129834836;-,3.179,1,5.246,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129870092-129870137;-,3.179,0.023,0.101,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129870092-129870137;-,3.179,0.023,0.101,ENST00000472396,ENCODE,No
SF3B1,K562,chr7:129870092-129870137;-,3.179,0.023,0.101,ENST00000473814,ENCODE,No
SF3B1,K562,chr7:129870092-129870137;-,3.179,0.023,0.101,ENST00000480245,ENCODE,No
SF3B1,K562,chr7:129870092-129870137;-,3.179,0.023,0.101,ENST00000486283,ENCODE,No
SF3B1,K562,chr7:129870092-129870137;-,3.179,0.023,0.101,ENST00000490974,ENCODE,No
SF3B1,K562,chr7:129870092-129870137;-,3.179,0.023,0.101,ENST00000496698,ENCODE,No
FUBP3,HepG2,chr7:129833280-129833333;-,3.149,0.73,1.433,ENST00000355621,ENCODE,No
BCCIP,HepG2,chr7:129952797-129952894;-,3.147,0.503,0.709,ENST00000472396,ENCODE,No
BCCIP,HepG2,chr7:129952797-129952894;-,3.147,0.503,0.709,ENST00000355621,ENCODE,No
PUM2,K562,chr7:129845126-129845183;-,3.132,0.022,0.249,ENST00000355621,ENCODE,No
PUM2,K562,chr7:129845126-129845183;-,3.132,0.022,0.249,ENST00000472396,ENCODE,No
PUM2,K562,chr7:129845126-129845183;-,3.132,0.022,0.249,ENST00000473814,ENCODE,No
PUM2,K562,chr7:129845126-129845183;-,3.132,0.022,0.249,ENST00000480245,ENCODE,No
PUM2,K562,chr7:129845126-129845183;-,3.132,0.022,0.249,ENST00000496698,ENCODE,No
TBRG4,HepG2,chr7:129904298-129904341;-,3.129,0.003,0.007,ENST00000355621,ENCODE,No
TBRG4,HepG2,chr7:129904298-129904341;-,3.129,0.003,0.007,ENST00000472396,ENCODE,No
TBRG4,HepG2,chr7:129904298-129904341;-,3.129,0.003,0.007,ENST00000473814,ENCODE,No
TBRG4,HepG2,chr7:129904298-129904341;-,3.129,0.003,0.007,ENST00000480245,ENCODE,No
TBRG4,HepG2,chr7:129904298-129904341;-,3.129,0.003,0.007,ENST00000490974,ENCODE,No
TBRG4,HepG2,chr7:129904298-129904341;-,3.129,0.003,0.007,ENST00000496698,ENCODE,No
TBRG4,HepG2,chr7:129915035-129915077;-,3.129,0.05,0.164,ENST00000355621,ENCODE,No
TBRG4,HepG2,chr7:129915035-129915077;-,3.129,0.05,0.164,ENST00000472396,ENCODE,No
TBRG4,HepG2,chr7:129915035-129915077;-,3.129,0.05,0.164,ENST00000473814,ENCODE,No
TBRG4,HepG2,chr7:129915035-129915077;-,3.129,0.05,0.164,ENST00000480245,ENCODE,No
TBRG4,HepG2,chr7:129915035-129915077;-,3.129,0.05,0.164,ENST00000490974,ENCODE,No
TBRG4,HepG2,chr7:129915035-129915077;-,3.129,0.05,0.164,ENST00000496698,ENCODE,No
TBRG4,HepG2,chr7:129923235-129923277;-,3.129,0.053,0.229,ENST00000355621,ENCODE,No
TBRG4,HepG2,chr7:129923235-129923277;-,3.129,0.053,0.229,ENST00000472396,ENCODE,No
TBRG4,HepG2,chr7:129923235-129923277;-,3.129,0.053,0.229,ENST00000473814,ENCODE,No
TBRG4,HepG2,chr7:129923235-129923277;-,3.129,0.053,0.229,ENST00000480245,ENCODE,No
TBRG4,HepG2,chr7:129923235-129923277;-,3.129,0.053,0.229,ENST00000490974,ENCODE,No
TBRG4,HepG2,chr7:129923235-129923277;-,3.129,0.053,0.229,ENST00000496698,ENCODE,No
GEMIN5,K562,chr7:129952638-129952703;-,3.108,0.691,0.985,ENST00000490974,ENCODE,No
GEMIN5,K562,chr7:129952638-129952703;-,3.108,0.691,0.985,ENST00000472396,ENCODE,No
GEMIN5,K562,chr7:129952638-129952703;-,3.108,0.691,0.985,ENST00000355621,ENCODE,No
SDAD1,HepG2,chr7:129880894-129880940;-,3.099,1,6.574,ENST00000355621,ENCODE,No
SDAD1,HepG2,chr7:129880894-129880940;-,3.099,1,6.574,ENST00000472396,ENCODE,No
SDAD1,HepG2,chr7:129880894-129880940;-,3.099,1,6.574,ENST00000473814,ENCODE,No
SDAD1,HepG2,chr7:129880894-129880940;-,3.099,1,6.574,ENST00000480245,ENCODE,No
SDAD1,HepG2,chr7:129880894-129880940;-,3.099,1,6.574,ENST00000490974,ENCODE,No
FTO,HepG2,chr7:129952741-129952823;-,3.093,0.303,0.808,ENST00000472396,ENCODE,No
FTO,HepG2,chr7:129952741-129952823;-,3.093,0.303,0.808,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129904995-129905062;-,3.084,0.094,-0.045,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129904995-129905062;-,3.084,0.094,-0.045,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129904995-129905062;-,3.084,0.094,-0.045,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129904995-129905062;-,3.084,0.094,-0.045,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129904995-129905062;-,3.084,0.094,-0.045,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129904995-129905062;-,3.084,0.094,-0.045,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129949140-129949165;-,3.084,0.664,1.421,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129949140-129949165;-,3.084,0.664,1.421,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129949140-129949165;-,3.084,0.664,1.421,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129949140-129949165;-,3.084,0.664,1.421,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129949140-129949165;-,3.084,0.664,1.421,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129949140-129949165;-,3.084,0.664,1.421,ENST00000496698,ENCODE,No
IGF2BP1,HepG2,chr7:129831557-129831639;-,3.082,0.465,0.877,ENST00000355621,ENCODE,No
LARP7,HepG2,chr7:129897107-129897154;-,3.081,0.015,-0.023,ENST00000355621,ENCODE,No
LARP7,HepG2,chr7:129897107-129897154;-,3.081,0.015,-0.023,ENST00000472396,ENCODE,No
LARP7,HepG2,chr7:129897107-129897154;-,3.081,0.015,-0.023,ENST00000473814,ENCODE,No
LARP7,HepG2,chr7:129897107-129897154;-,3.081,0.015,-0.023,ENST00000480245,ENCODE,No
